subject_id,branch_id,n_A_resolved,n_A_blocked,n_A_unreached,n_B_resolved,n_B_blocked,n_B_unreached,A_resolved_trials,A_blocked_trials,B_resolved_trials,B_blocked_trials,p_A_blocked,p_B_blocked,prob_div,avg_dur_A,avg_dur_B,dur_div,avg_hits_A,avg_hits_B,hit_div,hypothesis_label,template_id
1,32,3,1,6,0,0,10,"[5, 6, 10]",[1],[],[],0.25,,-0.25,14.0,,-14.0,42.75,,42.75,,
1,33,3,1,6,0,0,10,"[5, 6, 10]",[1],[],[],0.25,,-0.25,14.0,,-14.0,42.75,,42.75,,
1,34,3,1,6,0,0,10,"[5, 6, 10]",[1],[],[],0.25,,-0.25,14.0,,-14.0,85.75,,85.75,,
1,35,2,2,6,0,0,10,"[5, 10]","[1, 6]",[],[],0.5,,-0.5,12.5,,-12.5,100.25,,100.25,,
1,36,1,3,6,0,0,10,[5],"[1, 6, 10]",[],[],0.75,,-0.75,17.25,,-17.25,0.25,,0.25,,
1,37,10,0,0,0,10,0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",[],[],"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.0,1.0,1.0,3.0,24.0,21.0,1326.3,0.0,1326.3,,
1,38,6,4,0,0,0,10,"[3, 5, 6, 8, 9, 10]","[1, 2, 4, 7]",[],[],0.4,,-0.4,11.4,,-11.4,1.3,,1.3,,
1,39,1,2,7,0,0,10,[3],"[4, 7]",[],[],0.6666666666666666,,-0.6666666666666666,4.333333333333333,,-4.333333333333333,2.0,,2.0,,
1,40,2,8,0,0,0,10,"[4, 7]","[1, 2, 3, 5, 6, 8, 9, 10]",[],[],0.8,,-0.8,19.3,,-19.3,0.5,,0.5,,
1,41,2,8,0,0,0,10,"[4, 7]","[1, 2, 3, 5, 6, 8, 9, 10]",[],[],0.8,,-0.8,18.3,,-18.3,0.8,,0.8,,
1,42,10,0,0,0,10,0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",[],[],"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.0,1.0,1.0,4.2,24.0,19.8,248.7,0.0,248.7,,
1,43,7,3,0,0,0,10,"[1, 2, 4, 5, 6, 7, 8]","[3, 9, 10]",[],[],0.3,,-0.3,10.6,,-10.6,9.1,,9.1,,
1,44,6,1,3,0,0,10,"[1, 4, 5, 6, 7, 8]",[2],[],[],0.14285714285714285,,-0.14285714285714285,2.0,,-2.0,8.142857142857142,,8.142857142857142,,
1,45,9,1,0,0,0,10,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",[8],[],[],0.1,,-0.1,0.2,,-0.2,311.8,,311.8,,
1,46,9,1,0,0,0,10,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",[2],[],[],0.1,,-0.1,3.6,,-3.6,96.6,,96.6,,
1,47,7,2,1,0,0,10,"[1, 3, 4, 5, 6, 7, 10]","[2, 9]",[],[],0.2222222222222222,,-0.2222222222222222,6.111111111111111,,-6.111111111111111,53.44444444444444,,53.44444444444444,,
1,48,9,1,0,0,0,10,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",[2],[],[],0.1,,-0.1,10.1,,-10.1,144.7,,144.7,,
1,49,1,2,7,0,0,10,[3],"[4, 7]",[],[],0.6666666666666666,,-0.6666666666666666,5.333333333333333,,-5.333333333333333,0.3333333333333333,,0.3333333333333333,,
1,50,1,9,0,0,0,10,[4],"[1, 2, 3, 5, 6, 7, 8, 9, 10]",[],[],0.9,,-0.9,21.3,,-21.3,0.1,,0.1,,
